sentence_id,sentence,language
1539,Todo comenzó ese día.,spa
1540,Todo comenzó el día en que nací.,spa
1541,Todo comenzó el día en que cumplí diez años.,spa
1542,Eres muy afortunada de tener tales amigos.,spa
1543,Ahora es demasiado tarde.,spa
1544,Todo comenzó una calurosa noche de verano.,spa
1545,¿Tom es bueno?,spa
1546,Está fuera de posición.,spa
1547,La tradición de pedir un deseo al ver una estrella fugaz es muy antigua.,spa
1548,Soluciones perfectas requieren mucho tiempo.,spa
1549,¿Es ésa la verdadera razón?,spa
1550,Tomás está muy armado.,spa
1551,Para ti,spa
1552,No,spa
1553,¿Te gustan las hamburguesas de queso?,spa
1554,Por eso ella no quería juntarse más con él.,spa
1555,Yo llevo traje y corbata.,spa
1556,Yo llevo traje,spa
1557,¿Dónde se encuentra su clínica?,spa
1558,Mary pegó a Tom.,spa
1559,¿En dónde están todos?,spa
1560,Él es un hombre de carne y hueso.,spa
1561,Usamos tanto gestos,spa
1562,Ahora entendemos.,spa
1563,Ella salió del cuarto sin despedirse.,spa
1564,Él olvidó que le había comprado un regalo a ella.,spa
1565,Gracias por la pista.,spa
1566,¿Puedes volver el lunes?,spa
1567,Le esperé hasta las diez.,spa
1568,Lo más importante es que tú me entiendas.,spa
1569,¿Has viajado a alguna parte últimamente?,spa
1570,Sally constantemente cambiaba su peinado.,spa
1571,Tom vio a Mary llorando.,spa
1572,Este es tu día especial.,spa
1573,Voy contigo.,spa
1574,Mi hermano salió corriendo del cuarto sin decir nada.,spa
1575,- Nuestro jefe insistió en que pusiéramos ese precio -le explicó la dependienta-. Pero bueno,spa
1576,Mis amigos me llaman Beth.,spa
1577,Ella siempre está contenta.,spa
1578,¿Qué pasó con el resto de la comida?,spa
1579,Casi fui robado.,spa
1580,Seguro que se trata de un malentendido.,spa
1581,Llámame si lo encuentras.,spa
1582,Acabo de ver a María en el parque.,spa
1583,He sido robado.,spa
1584,Pago con tarjeta.,spa
1585,Oye,spa
1586,Él no está contento en absoluto.,spa
1587,La ruta 12 para cerca del teatro de ópera.,spa
1588,Él sabe jugar al tenis.,spa
1589,El pie siente el pie cuando siente el suelo.,spa
1590,Ojalá tuviera una casa propia.,spa
1591,Siéntase libre de hacer preguntas.,spa
1592,Ella no estuvo allí el último mes.,spa
1593,Ella puede hablar francés,spa
1594,¿Quieres sentarte?,spa
1595,A la guerra la acompañará la miseria y la pena.,spa
1596,Ese niño se alegró de recibir el regalo.,spa
1597,Ella rechazó mi petición.,spa
1598,Ése fue el comienzo de todo.,spa
1599,Perdóname por haber abierto tu carta por error.,spa
1600,Perdóneme por haber abierto su carta por error.,spa
1601,Le falta huevo duro a esta ensalada rusa.,spa
1602,Le di un tortazo.,spa
1603,No sé cual es la clave del éxito,spa
1604,¿Cuándo emigró a nuestro país?,spa
1605,Ella se calentó cerca del fuego.,spa
1606,Aquella casa es suya.,spa
1607,Las casas viejas fueron destruidas para hacer lugar a un supermercado.,spa
1608,Nunca dejes para mañana lo que puedas hacer pasado.,spa
1609,Todos los animales son iguales,spa
1610,La ignorancia es una bendición.,spa
1611,Los niños son la riqueza de los pobres.,spa
1612,El tiempo no tiene divisiones para marcar su paso,spa
1613,La vida es demasiado corta para aprender alemán.,spa
1614,A mi madre antes le encantaba el tenis.,spa
1615,La hermana de María es una autentica perra.,spa
1616,Yo solo necesito saber la verdad.,spa
1617,Ríe y sé gordo.,spa
1618,Tomás no mencionó a María para nada.,spa
1619,Y por más de una hora ella fingió no saber lo que había para cenar.,spa
1620,La vida es como montar en bicicleta: para mantenerte en equilibrio tienes que seguir moviéndote.,spa
1621,Amar es dar algo que no se tiene.,spa
1622,¿Tom está muerto?,spa
1623,¿No eres tú quien derramó la pintura?,spa
1624,Los frenos del frente no sirven.,spa
1625,¡Vamos,spa
1626,Ningún país en la tierra está a salvo en esta era nuclear.,spa
1627,Primero que todo,spa
1628,Él hizo eso a propósito.,spa
1629,Tengo un montón de amigos canadienses.,spa
1630,Es profesor de ciencias.,spa
1631,Ella seguramente debe haber sido hermosa antes.,spa
1632,¿Dónde está el teléfono más cercano?,spa
1633,¿Qué daño haría que un hombre contara una gran mentira en honor a lo bueno y a la iglesia cristiana? ... Una mentira por necesidad,spa
1634,¿Estás diciendo que Tom no es canadiense?,spa
1635,Ellos se habían ayudado mutuamente antes.,spa
1636,¿Has aprendido mucho?,spa
1637,Ella vende conchas marinas.,spa
1638,A ella no le gusta él.,spa
1639,Engañó a mi madre.,spa
1640,Tom es insensible.,spa
1641,Creo que Tom es poco sensible.,spa
1642,VIve como un monje.,spa
1643,Quiero que dejes en paz a Tom.,spa
1644,Me pondré en contacto con Tom por teléfono mañana y le pediré que nos dé una mano.,spa
1645,Se ha abierto la temporada del ayu.,spa
1646,Cierto. Mientras damos un paseo podríamos ir por el camino boscoso y disfrutar del relajante paisaje.,spa
1647,Él no lo compró.,spa
1648,Dijo que vendría y vino.,spa
1649,¿Qué estabas haciendo cuando te vi?,spa
1650,Me puse bajo el paraguas de mi amigo porque se puso a llover.,spa
1651,Me puse bajo el paraguas de mi amigo.,spa
1652,Él no lastimaría ni a una mosca.,spa
1653,Todavía tengo algunas dudas.,spa
1654,Mi madre vive sola.,spa
1655,El año pasado llovió mucho.,spa
1656,Lo habré concluido antes de que termine la semana.,spa
1657,Haz los deberes solo.,spa
1658,¿No piensas en tomarte algo de tiempo libre?,spa
1659,Personas diferentes tienen ideas diferentes.,spa
1660,Flores diferentes tienen significados diferentes.,spa
1661,Nos esperan mañana,spa
1662,A ella no le gustó él.,spa
1663,Puedo dejar de fumar cuando quiera.,spa
1664,Las costumbres de cada país son diferentes,spa
1665,Yo estaba tan seguro que esto era lo que yo quería.,spa
1666,No les haré daño a ustedes.,spa
1667,Los zapatos de Tom le están demasiado grandes.,spa
1668,Si os conociera mejor,spa
1669,Estoy orgulloso de tenerle como amigo.,spa
1670,Has cambiado mi vida.,spa
1671,¿Por qué estás tan seguro de que Tom es canadiense?,spa
1672,Hablar el mismo idioma entre varias culturas es a veces una causa de más confusión que hablar idiomas diferentes,spa
1673,Tom no llevaba anillo de boda pero Mary se percató de una marca blanca alrededor de su dedo anular.,spa
1674,De ahora en adelante,spa
1675,El amigo de mi padre es un famoso novelista.,spa
1676,No quiero gritarte,spa
1677,Tom compró una casa con seis habitaciones.,spa
1678,El bus llegó diez minutos tarde.,spa
1679,No quiero perder más del tiempo necesario limpiando la casa.,spa
1680,Deberías levantarte para hablar.,spa
1681,Prometo ayudarte.,spa
1682,¿Cuántas lenguas hablas?,spa
1683,Soy gay.,spa
1684,El odio es un cáncer en la sociedad.,spa
1685,Cuidemos nuestro planeta.,spa
1686,Quiero este gato.,spa
1687,No solo de pan vive el hombre.,spa
1688,Eres libre de marcharte cuando quieras.,spa
1689,Soy gay,spa
1690,Tenemos que reducir los gastos.,spa
1691,Cuéntame tus planes para el futuro.,spa
1692,Compórtate como alguien de tu edad.,spa
1693,Duermes por la noche.,spa
1694,Ellos están leyendo su libro.,spa
1695,Todo va a ir bien.,spa
1696,Me quedaré en Berlín diez días.,spa
1697,Es muy fácil de usar.,spa
1698,Siempre pensé que Tom era canadiense.,spa
1699,Fue lo más doloroso de mi vida.,spa
1700,Agosto ya está aquí y nuestras vacaciones de verano ya casi se han acabado.,spa
1701,Dio la misma respuesta que antes.,spa
1702,Fue un engaño.,spa
1703,¿Es esto una broma?,spa
1704,Betty le ha matado.,spa
1705,No hay nada en este mundo que me dé miedo.,spa
1706,Tom amaba a los animales.,spa
1707,He ido a París.,spa
1708,Vamos a hurtar en el supermercado.,spa
1709,Él terminó este trabajo solo.,spa
1710,Eso lo hizo perder su trabajo.,spa
1711,Él perdió el trabajo por eso.,spa
1712,¿Es el monstruo del lago Ness real o solo un truco bien elaborado?,spa
1713,¿Dónde está el ketchup?,spa
1714,Desafortunadamente,spa
1715,Eres la víctima de una trampa.,spa
1716,Me acuerdo de haberte visto antes.,spa
1717,Me acuerdo de lo que dijiste.,spa
1718,Él se ha quedado ciego.,spa
1719,Esto se lo compré a Tom.,spa
1720,La forma de hablar de ella es extremadamente vulgar.,spa
1721,La forma de comportarse de ella es muy educada.,spa
1722,Estoy empezando a aprender alemán.,spa
1723,Es difícil relacionarse con alguien que tiene valores distintos a los tuyos.,spa
1724,Luzco muy diferente.,spa
1725,¿Acaso el mundo se ha vuelto loco?,spa
1726,Ella y yo tenemos la misma edad.,spa
1727,Te hemos echado mucho de menos.,spa
1728,Pronto estarán aquí.,spa
1729,Los dos son artistas.,spa
1730,¿Cuándo llegará tu padre?,spa
1731,Es cuestión de tiempo.,spa
1732,Soy yo el que está equivocado.,spa
1733,No es mi cumpleaños.,spa
1734,Mi hermano Jacques tiene catorce años.,spa
1735,Echaré de menos este lugar.,spa
1736,Sois idiotas.,spa
1737,Tenéis que ir.,spa
1738,Le enseñaste bien.,spa
1739,Los dos estabais borrachos.,spa
1740,¿No quieres que te cuente lo que hice el verano pasado?,spa
1741,Trató de estrangularle.,spa
1742,Lo puedes vender.,spa
1743,No es problema mío.,spa
1744,No puedes dejarme.,spa
1745,¡Vete al infierno!,spa
1746,Tengo diecinueve.,spa
1747,Estáis locos.,spa
1748,Creo que sabes de quién estoy hablando.,spa
1749,No pongas libros sobre la mesa.,spa
1750,¿Cómo es que conocéis a mi padre?,spa
1751,Un hombre feo llamó a mi puerta.,spa
1752,Sí,spa
1753,Siempre me ha dado miedo la vacía mirada de los ojos de las muñecas.,spa
1754,No me gusta la política.,spa
1755,Quizá deberías dejar de leer novelas románticas.,spa
1756,No tengo mucho tiempo.,spa
1757,Perdimos.,spa
1758,Esa no era mi pregunta.,spa
1759,No va a la iglesia.,spa
1760,No veíamos nada más que neblina.,spa
1761,«Ha muerto.» «¡No,spa
1762,Su inglés es mejor que su francés.,spa
1763,La vista de Tom está empeorando.,spa
1764,Ella vive en esta ciudad desde hace cinco años.,spa
1765,Esperé.,spa
1766,¿Puedo ir?,spa
1767,Favor de abstener de fumar cuando esta el bebé.,spa
1768,Soy delgado.,spa
1769,Me las arreglo.,spa
1770,Deme el de precio más alto.,spa
1771,Estoy calmado.,spa
1772,Me toca a mí.,spa
1773,Agua,spa
1774,¿Te estás enamorando de mí?,spa
1775,Ivy Bean,spa
1776,Pasé más de tres cuartos de mis vacaciones viajando.,spa
1777,Necesitamos al menos ocho horas de sueño al día.,spa
1778,¿Te gusta el deporte?,spa
1779,¿Puedes volver a llamar más tarde?,spa
1780,Tom no viene porque no quiero que venga.,spa
1781,Tom quiere un informe completo para mañana a esta hora.,spa
1782,Tom y yo queremos hablar contigo de una cosa.,spa
1783,Hace mucho que no le veo.,spa
1784,Llegué a las dos y media.,spa
1785,No te burles de los extranjeros.,spa
1786,Las patatas son muy baratas.,spa
1787,María fue expulsada del senado.,spa
1788,Me gustan las personas que utilizan el lenguaje maravillosamente.,spa
1789,Ella se ha ido al extranjero.,spa
1790,Mi reloj tiene las dos y media.,spa
1791,Empecemos a las dos y media.,spa
1792,Voy a salir a las dos y media.,spa
1793,Llego a casa a las dos y media.,spa
1794,Por favor,spa
1795,Esperamos hasta las dos y media.,spa
1796,Nos veremos a las dos y media.,spa
1797,Él es un novelista y un poeta.,spa
1798,Él es novelista y poeta.,spa
1799,La Policía no puede cuestionar a Tom hasta que su abogado esté aquí.,spa
1800,La Policía detuvo a varios sospechosos para ser interrogados.,spa
1801,Aguardamos hasta las dos y media.,spa
1802,Ella amenazó con matarme.,spa
1803,Me preparé bien para este examen.,spa
1804,¿Ustedes saben siquiera quién es Tom?,spa
1805,No tienes que contestar si no quieres.,spa
1806,Te veremos a las dos y media.,spa
1807,Estaré allí a las dos y media.,spa
1808,Salgo del trabajo a las dos y media.,spa
1809,Estaremos allí a las dos y media.,spa
1810,Pensé que habíamos dicho dos y media.,spa
1811,Tom ya tiene una nueva novia.,spa
1812,¿Te puedo llamar sobre las dos y media?,spa
1813,Estoy levantado desde las dos y media.,spa
1814,Te está sangrando la frente.,spa
1815,Te ves feliz.,spa
1816,En Gran Bretaña el rey reina pero no gobierna.,spa
1817,A Tom nunca le faltan las palabras.,spa
1818,Estaba enfermo,spa
1819,Deberías prestar más atención a lo que dice.,spa
1820,Estaré ocupado hasta las dos y media.,spa
1821,El espectáculo comienza a las dos y media.,spa
1822,El juego empieza a las dos y media.,spa
1823,Estaré allí hasta las dos y media.,spa
1824,Probablemente lloverá mañana.,spa
1825,Necesito encontrar trabajo.,spa
1826,Te daré hasta las dos y media.,spa
1827,¿Qué prefieres,spa
1828,Por favor,spa
1829,Tom se cree todo lo que le dice María.,spa
1830,Tengo que estar en casa para las dos y media.,spa
1831,Aquí tienes una toalla que puedes usar.,spa
1832,Podríamos verte a las dos y media.,spa
1833,Estaré allí a las dos y media,spa
1834,Asegúrate de estar allí para las dos y media.,spa
1835,Me pasé todo el día estudiando francés.,spa
1836,Tengo que estar de vuelta para las dos y media.,spa
1837,Tengo un plan. No se preocupe.,spa
1838,Ella contrató a un detective privado para que vigile a su marido.,spa
1839,Mi cita es a las dos y media.,spa
1840,Pensé que tenía hasta las dos y media.,spa
1841,Tenía que hacerlo antes de las dos y media.,spa
1842,Tengo que saberlo antes de las dos y media.,spa
1843,Tu vuelo sale a las dos y media.,spa
1844,No estaremos aquí a partir de las dos y media.,spa
1845,Él interpretó un rol menor en la obra.,spa
1846,Te esperaba a las dos y media.,spa
1847,Espero estar de vuelta para las dos y media.,spa
1848,Nos han postpuesto hasta las dos y media.,spa
1849,El registro empieza a las dos y media.,spa
1850,No llegué a casa hasta las dos y media.,spa
1851,Voy a aguardar hasta las dos y media.,spa
1852,Procuraré estar allí para las dos y media.,spa
1853,Ellos se disfrazaron de pescadores y escaparon en una barca.,spa
1854,Tienes que estar allí para las dos y media.,spa
1855,Llegaré allí en torno a las dos y media.,spa
1856,¿Habrás terminado para las dos y media?,spa
1857,Un amigo que te halaga es tu peor enemigo.,spa
1858,Tengo que estar en el tribunal a las dos y media.,spa
1859,¿Por qué no te encuentras conmigo a las dos y media?,spa
1860,Lo tendré listo antes de las dos y media.,spa
1861,Mi vuelo llegó a las dos y media.,spa
1862,Te sugiero que esperes hasta las dos y media.,spa
1863,Tengo una cita a las dos y media.,spa
1864,¿Qué va a pasar aquí a las dos y media?,spa
1865,Nada pasará hasta las dos y media.,spa
1866,Ella adelgazó.,spa
1867,Tom quiere que haga una foto de su nuevo coche.,spa
1868,Te veo el lunes.,spa
1869,Sólo es lunes.,spa
1870,Él me confundió con mi mamá.,spa
1871,Ella me enseñó a hacer una página en Internet.,spa
1872,Hoy no es lunes.,spa
1873,Estaré allí el lunes.,spa
1874,Ayer fue lunes.,spa
1875,"¡Nunca escribáis las palabras ""borshch"" y ""shchi"" en alemán!",spa
1876,La escuela comienza el lunes.,spa
1877,Es lunes,spa
1878,Tienes hasta el lunes.,spa
1879,Por favor,spa
1880,¿Trabajas el lunes?,spa
1881,Dije que te largues.,spa
1882,¿Es que hoy es lunes?,spa
1883,¿Por qué esperar al lunes?,spa
1884,Volveré el lunes.,spa
1885,El lunes fue un día agitado.,spa
1886,Mi esposa está intentando dormir.,spa
1887,Eso puede pasar el lunes.,spa
1888,Regresamos el lunes.,spa
1889,Voy a dimitir el lunes.,spa
1890,Ella corrió a su cuarto llorando.,spa
1891,Llegaré a casa el lunes.,spa
1892,Las clases empiezan el lunes.,spa
1893,Las rebajas acaban el lunes.,spa
1894,La subasta termina el lunes.,spa
1895,Las clases comienzan el lunes.,spa
1896,Hacemos esto cada lunes.,spa
1897,Estaré listo el lunes.,spa
1898,El lunes es mi día más ajetreado.,spa
1899,Una promesa no es suficiente.,spa
1900,Os veo el lunes,spa
1901,Hoy es lunes,spa
1902,Sólo dame hasta el lunes.,spa
1903,Te veo el lunes en la escuela.,spa
1904,¿Puedes quedarte hasta el lunes?,spa
1905,Lo haré el próximo lunes.,spa
1906,Tengo que venir el lunes.,spa
1907,Vayamos allí el lunes.,spa
1908,A Tom le gusta el chocolate.,spa
1909,Intenta estar allí el lunes.,spa
1910,El lunes fue un día horrible.,spa
1911,Cuando ves televisión o escuchas la radio,spa
1912,La escuela abrirá el lunes.,spa
1913,Te veré el lunes por la noche.,spa
1914,Quedamos todos los lunes por la noche.,spa
1915,¿Podemos hacerlo antes del lunes?,spa
1916,Estaré allí el lunes por la noche.,spa
1917,¿Dónde estuviste el lunes pasado?,spa
1918,El lunes por la mañana fue como de costumbre.,spa
1919,Sí,spa
1920,Su plan no debía ser abandonado.,spa
1921,Tenemos que estar allí el lunes.,spa
1922,Me dijo que su padre era profesor.,spa
1923,Puedo conseguir que me lo hagan para el lunes.,spa
1924,No importa si admite su culpa o no.,spa
1925,Amasó una fortuna.,spa
1926,¿Por qué no has muerto?,spa
1927,El zoo cierra el lunes.,spa
1928,¿Querés mandar un mensaje?,spa
1929,Debería estar allí el lunes.,spa
1930,¿Dónde estuviste el lunes por la noche?,spa
1931,Deberías haber visto la película anoche.,spa
1932,Quince minutos y estaré libre.,spa
1933,Estuve bastante malo el lunes.,spa
1934,Kate tiene una voz que claramente difiere de las de las otras chicas.,spa
1935,¿Puedo devolverte el dinero el lunes?,spa
1936,¿Por qué no compartimos una habitación?,spa
1937,¿Dónde obtuviste todas esas llaves?,spa
1938,Empezamos las clases el lunes que viene.,spa
1939,El partido del lunes fue suspendido por la lluvia.,spa
1940,Él puso el libro a un lado.,spa
1941,Papá llegó a casa hace unos minutos.,spa
1942,La escuela empezará el próximo lunes.,spa
1943,Me voy a casar el lunes.,spa
1944,Estoy libre todos los días menos el lunes.,spa
1945,He estado con gripe desde el lunes.,spa
1946,Esto tiene que hacerse para el lunes.,spa
1947,Nos vamos a navegar el lunes.,spa
1948,¿Adónde vas el lunes?,spa
1949,¿Qué vas a hacer el próximo lunes?,spa
1950,Démonos prisa.,spa
1951,Preséntate al servicio el lunes por la mañana.,spa
1952,¿Podríamos cambiarlo para el lunes?,spa
1953,El zoo cierra todos los lunes.,spa
1954,Es inexplicable.,spa
1955,El comentario de Tom fue inapropiado.,spa
1956,Yo podría haberte encontrado en el aeropuerto.,spa
1957,Este director es sensible a las críticas.,spa
1958,Sabes que soy más inteligente que vos.,spa
1959,No quiero parecer insensible.,spa
1960,No entiendo cómo puedes comer eso.,spa
1961,El comentario de Tom fue poco diplomático e inapropiado.,spa
1962,Los estudiantes no pueden entrar en la sala de profesores.,spa
1963,No pueden vernos juntas.,spa
1964,¿Tiene calor?,spa
1965,Come más lentamente.,spa
1966,Yo vuelvo en menos de una hora.,spa
1967,¿Eso significa que estoy en problemas?,spa
1968,¿Significa eso que estamos en problemas?,spa
1969,¿Te metiste en problemas?,spa
1970,¿Estás en problemas?,spa
1971,Todos sabían que Tom estaba en problemas.,spa
1972,Todos necesitan a alguien a quién acudir cuando están en problemas.,spa
1973,¿Te meterás en problemas por culpa mía?,spa
1974,¿Alguna vez Tom ha tenido problemas con la ley?,spa
1975,¿Estoy en problemas?,spa
1976,Me podría meter en problemas si hiciera aquello.,spa
1977,Supongo que ahora realmente estoy en problemas.,spa
1978,Estoy demasiado borracho.,spa
1979,Tenía la sensación de que Tom estaba en problemas.,spa
1980,Oí que podrías estar en problemas.,spa
1981,Ya he cerrado el trato,spa
1982,Betty está regando las flores.,spa
1983,Prometo no cantar.,spa
1984,Sé que esas personas negativas son como imanes,spa
1985,Mejor vete por si pierdes el autobús.,spa
1986,No es ningún secreto.,spa
1987,¿Volverá usted mañana?,spa
1988,El budismo fue introducido en Japón en 538.,spa
1989,Quiero que nos ayudes a descubrir quién mató a Tom.,spa
1990,Espero estar de vuelta el próximo lunes.,spa
1991,Hay muchos gatos negros escondidos bajo la cama.,spa
1992,Ven a mi habitación entre las 3 y las 4.,spa
1993,Ella tomó control de la situación.,spa
1994,Te conté todo lo que recuerdo.,spa
1995,Bob se puso impaciente por la demora de su esposa.,spa
1996,Salimos precipitadamente a la calle.,spa
1997,El ajedréz no depende del azar.,spa
1998,Cuando me fui a la cama eran cinco para las una.,spa
1999,La lluvia me vuelve introspectivo y raro.,spa
2000,我們試試看！,cmn
2001,我该去睡觉了。,cmn
2002,你在干什麼啊？,cmn
2003,這是什麼啊？,cmn
2004,今天是６月１８号，也是Muiriel的生日！,cmn
2005,生日快乐，Muiriel！,cmn
2006,Muiriel现在20岁了。,cmn
2007,"密码是""Muiriel""。",cmn
2008,我很快就會回來。,cmn
2009,我不知道。,cmn
2010,我不知道應該說什麼才好。,cmn
2011,這個永遠完不了了。,cmn
2012,我只是不知道應該說什麼而已……,cmn
2013,那是一隻有惡意的兔子。,cmn
2014,我以前在山里。,cmn
2015,那是一张近照吗？,cmn
2016,我不知道我有沒有時間。,cmn
2017,剛才我的麥克風沒起作用，不知道為什麼。,cmn
2018,到了最後，大家一定要靠自己學習。,cmn
2019,世界上的教育都讓我失望。,cmn
2020,选择什么是“对”或“错”是一项艰难的任务，我们却必须要完成它。,cmn
2021,這樣做的話什麼都不會改變的。,cmn
2022,這個要三十歐元。,cmn
2023,我一天賺一百歐元。,cmn
2024,也许我会马上放弃然后去睡一觉。,cmn
2025,那是不會發生的。,cmn
2026,我会尽量不打扰你复习。,cmn
2027,不要擔心。,cmn
2028,我很想你。,cmn
2029,我明天回來的時候會跟他們聯絡。,cmn
2030,我一直都比較喜歡神秘一點的人物。,cmn
2031,你應該去睡覺了吧。,cmn
2032,我要走了。,cmn
2033,我請他們再寄給我一張票。,cmn
2034,我不能活那種命。,cmn
2035,我曾經想過當個太空物理學家。,cmn
2036,我從來沒喜歡過生物學。,cmn
2037,可惜这是真的。,cmn
2038,大部份的人覺得我瘋了。,cmn
2039,不，我不是！你才是！,cmn
2040,那是我該說的話!,cmn
2041,他在踢我！,cmn
2042,你肯定吗？,cmn
2043,那就表示有問題...,cmn
2044,哦！有一隻蝴蝶！,cmn
2045,趕快!,cmn
2046,如果我可以像那樣的話...,cmn
2047,你是在跟我開玩笑吧？！,cmn
2048,我長大後想當國王。,cmn
2049,我好胖哦。,cmn
2050,那又怎樣?,cmn
2051,我要把他射下來。,cmn
2052,那是因為妳是女生。,cmn
2053,我会不高兴，但我不会自杀。,cmn
2054,以前讀高中的時候﹐我每天早上六點起床。,cmn
2055,你問這個幹什麼?,cmn
2056,你待了多久?,cmn
2057,我不知道它是从哪里来的。,cmn
2058,這個不重要。,cmn
2059,哪裡有問題?,cmn
2060,不要再把我当成“正常” 人!,cmn
2061,所有被发明的都是真的。,cmn
2062,感到惊讶、感到惊奇就是明白的开始。,cmn
2063,宇宙毫无疑问是无限的。,cmn
2064,要变得完美，她就是少了一个缺点。,cmn
2065,然而，相反的理论往往也是真的。,cmn
2066,我们看东西不是看其实质，而是以我们的主观意识看它们的。,cmn
2067,世界就是一个疯子的囚笼。,cmn
2068,我叫Jack。,cmn
2069,从来就没有徒劳的爱情。,cmn
2070,生活就是當你忙著進行你的計劃時總有其他的事情發生。,cmn
2071,没有欲望就等于拥有。,cmn
2072,聖誕節快樂！,cmn
2073,罗马不是一天建成的。,cmn
2074,你是从哪个国家来的？,cmn
2075,你要待多久？,cmn
2076,那個在教室寫信的人是我的朋友。,cmn
2077,他喜歡看他爸爸在美國寫的中文書。,cmn
2078,你想買什麼給他？,cmn
2079,他没钱买新车。,cmn
2080,他写了一封情书给我。,cmn
2081,咬我手的就是这条狗。,cmn
2082,他没有能力买新车。,cmn
2083,她很喜歡看中文書。,cmn
2084,我們為甚麼不幫他們？,cmn
2085,總是在下雨。,cmn
2086,我還是單身。,cmn
2087,你昨天有沒有打電話給他？,cmn
2088,只要你微笑，我就会高兴。,cmn
2089,箱子残破。,cmn
2090,今天是星期三。,cmn
2091,我覺得看電視很浪費時間。,cmn
2092,你有两本书。,cmn
2093,加拿大比日本大。,cmn
2094,請把枕頭和毯子拿給我。,cmn
2095,他工作時發生意外，受了傷。,cmn
2096,希望你父母會讓我們結婚吧。,cmn
2097,他賺那麼多錢，根本用不完。,cmn
2098,他在門前走來走去，不知道該不該進去。,cmn
2099,我們之間已經沒有感情了。,cmn
2100,這條領帶多少錢？,cmn
2101,我不同意你這個觀點。,cmn
2102,這個問題暫時放在一邊。,cmn
2103,我父亲现在在医院。,cmn
2104,盡可能地多閱讀書籍。,cmn
2105,法语课过得怎样？,cmn
2106,我相信他會獲勝。,cmn
2107,她被她自己的影子嚇到。,cmn
2108,你們應該多吃纖維。,cmn
2109,對我而言這是重要的。,cmn
2110,强宾不压主。,cmn
2111,他的所有朋友都认为他很幸福。,cmn
2112,我介绍一下。,cmn
2113,有些相片是冒著生命危險拍的。,cmn
2114,我有越南朋友。她叫仙。,cmn
2115,汤姆正在打扫他的房间。,cmn
2116,房间没有桌子.,cmn
2117,奇怪。,cmn
2118,凱薩琳已成为皇室的正式成员。,cmn
2119,英国皇家的一位高级人员告诉了CNN，剑桥公爵夫人嫁给威廉王子 一年之后，达到了所有的目标，并且成功地成为了英国皇室的“正式成员”。,cmn
2120,代表她、威廉还有他的弟弟哈利的聖詹姆斯宮现在认为，凱薩琳的“入会时期”已经结束了。,cmn
2121,知情者也说，剑桥公爵夫人对近十二个月的成就也感觉“满意”。,cmn
2122,现在太晚了。,cmn
2123,Luke，我是你的表妹。,cmn
2124,Luke，我是你的爸爸。,cmn
2125,Luke，我是你的兒子。,cmn
2126,我們都想知道她為什麼甩了這麼好的一個男人。,cmn
2127, 我已經長大了不玩蟲了，這個男孩說。,cmn
2128,對於這個計劃我同意他的意見。,cmn
2129,那些失去父母双亲的孩子被称为孤儿。,cmn
2130,我抓到了這個男人正在偷錢。,cmn
2131,我四點要離開。,cmn
2132,他們明天晚上都會去北京大學上課。,cmn
2133,不可殺人。,cmn
2134,我是一名電腦科學家。,cmn
2135,我請她出去約會。,cmn
2136,我給她買了一個不錯的聖誕禮物。,cmn
2137,我沒做不尋常的事。,cmn
2138,貝蒂似乎對這個消息感到驚訝。,cmn
2139,我確定他們會贏。,cmn
2140,我不了解他。,cmn
2141,我現在正在踢足球。,cmn
2142,等火車很無聊。,cmn
2143,爱不释手,cmn
2144,她欣喜若狂。,cmn
2145,你爺爺住在哪裡？,cmn
2146,下午可能會下雪。,cmn
2147,所有月份中我最喜歡五月。,cmn
2148,我會帶他跟我一起去醫院。,cmn
2149,我再来试试。,cmn
2150,你吃过饭了没,cmn
2151,老師說地球是圓的。,cmn
2152,这个计划现在正在讨论中。,cmn
2153,你嘗過真正飢餓的滋味嗎？,cmn
2154,我吃了魚子醬。,cmn
2155,我是跑得最快的人。,cmn
2156,我是最快的跑者。,cmn
2157,我聽不太清楚。,cmn
2158,打網球怎麼樣？,cmn
2159,我和一位朋友住在一起。,cmn
2160,如果Bob 听从了我的忠告，一切都还应该好好的。,cmn
2161,他承认他撒谎了。,cmn
2162,我對音樂有興趣。,cmn
2163,我在美国工作的父亲上周寄给我们一封信。,cmn
2164,丽萨不但会说英文，而且会说法文。,cmn
2165,我無法把我的視線從你身上移開。,cmn
2166,凱薩琳去年结婚之前，有人表达了担心说，因为她出生于平民家庭，可能要与被突然置于公众视野来的压力搏斗。,cmn
2167,我睡不著。,cmn
2168,我不能接受你的禮物。,cmn
2169,一个国家纸的产量和它的文明程度密切相关。,cmn
2170,认识您很高兴。,cmn
2171,Shh！不要出聲……我們現在捉迷藏，要搞的話快點找一個地方躲藏一邊了。,cmn
2172,星期二那天很冷。,cmn
2173,那不是我的錯。,cmn
2174,您住在哪里？,cmn
2175,Crouch 先生，你在做什么？,cmn
2176,您的手机号码是多少？,cmn
2177,"我的教練說：""失敗乃成功之母""。",cmn
2178,你有多高？,cmn
2179,在任何情況下你都不能離開這個房間。,cmn
2180,我下個月將去澳洲。,cmn
2181,对我来说都一样。,cmn
2182,沒有什麼比挑別人的錯更容易的事了。,cmn
2183,我玉米過敏。,cmn
2184,必須獲得有關當局的批准才能進入這座建築物。,cmn
